,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime
10,Amadou Onana,True,True,,,449871.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,5.0,Amadou,5.0,59.0,False,,,50.0,449871.jpg,5.0,False,Onana,1.6,False,,a,2.0,7.0,5.0,6031.0,6031.0,4150.0,4150.0,1.0,1.0,Onana,21.0,2024-07-22,2001-08-16,False,p449871,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.4,3.0,0.0,2.2,5.0,7.0,2.0,14.0,1.0,0.0,0.01,0.01,1.43,53.0,24.0,89.0,54.0,501.0,188.0,94.0,47.0,,,,,,,0.0,0.0,0.01,0.01,1.43,0.0,300.0,186.0,43.0,15.0,43.0,15.0,142.0,48.0,1.0,1.0,14.0,Aston Villa,1.0,25-26,2025-08-17 10:49:52.276645
11,Ollie Watkins,True,True,,,178301.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,2.3,2.0,Ollie,2.0,64.0,False,,,90.0,178301.jpg,2.0,False,Watkins,27.3,False,,a,2.0,7.0,2.0,32145.0,32145.0,53102.0,53102.0,0.2,0.2,Watkins,241.0,2020-09-09,1995-12-30,False,p178301,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.6,12.2,27.0,5.0,2.0,3.0,0.0,5.0,1.0,0.12,0.01,0.13,1.43,91.0,9.0,53.0,4.0,19.0,8.0,36.0,8.0,,,,,3.0,,0.12,0.0,0.01,0.13,1.43,0.0,7.0,3.0,112.0,12.0,112.0,12.0,8.0,2.0,1.0,1.0,5.0,Aston Villa,1.0,25-26,2025-08-17 10:49:52.276645
12,Kyle Walker,True,True,,,58621.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.4,1.0,Kyle,1.0,187.0,False,,,45.0,58621.jpg,1.0,False,Walker,1.9,False,,a,3.0,90.0,1.0,4219.0,4219.0,3556.0,3556.0,0.2,0.2,Walker,241.0,2025-07-05,1990-05-28,False,p58621,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,6.2,0.9,1.0,0.8,5.0,4.0,0.0,5.0,1.0,0.01,0.02,0.03,2.32,115.0,49.0,128.0,48.0,112.0,32.0,143.0,53.0,,,,,,,0.01,0.0,0.02,0.03,2.32,3.0,360.0,64.0,121.0,37.0,121.0,37.0,129.0,45.0,1.0,0.0,5.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
13,Hjalmar Ekdal,True,True,,,478969.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,Hjalmar,1.0,190.0,False,,,40.0,478969.jpg,1.0,False,Ekdal,0.2,False,,a,3.0,90.0,1.0,959.0,959.0,376.0,376.0,0.2,0.2,Ekdal,206.0,2023-01-21,1998-10-21,False,p478969,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,9.6,0.8,8.0,1.8,5.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.32,97.0,43.0,131.0,51.0,51.0,7.0,106.0,35.0,,,,,,,0.0,0.0,0.0,0.0,2.32,3.0,631.0,184.0,116.0,32.0,116.0,32.0,350.0,127.0,1.0,0.0,5.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
14,Maxime Estève,True,True,,,477717.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,Maxime,1.0,191.0,False,,,40.0,477717.jpg,1.0,False,Estève,20.4,False,,a,3.0,90.0,1.0,16651.0,16651.0,8823.0,8823.0,0.2,0.2,Estève,73.0,2024-06-14,2002-05-26,False,p477717,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.5,17.0,3.7,8.0,2.0,0.0,8.0,1.0,0.05,0.0,0.05,2.32,52.0,14.0,144.0,55.0,33.0,4.0,58.0,16.0,,,,,,,0.05,0.0,0.0,0.05,2.32,3.0,630.0,183.0,115.0,31.0,115.0,31.0,22.0,8.0,1.0,0.0,8.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
15,Quilindschy Hartman,True,True,,,494960.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,Quilindschy,1.0,192.0,False,,,40.0,494960.jpg,1.0,False,Hartman,0.5,False,,a,3.0,90.0,1.0,1118.0,1118.0,560.0,560.0,0.2,0.2,Hartman,152.0,2025-06-26,2001-11-14,False,p494960,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,13.4,11.7,2.0,2.7,5.0,2.0,1.0,6.0,1.0,0.0,0.04,0.04,2.32,76.0,30.0,56.0,16.0,88.0,21.0,76.0,21.0,,,,,,,0.0,0.0,0.04,0.04,2.32,3.0,640.0,188.0,117.0,33.0,117.0,33.0,237.0,89.0,1.0,0.0,6.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
16,Oliver Sonne,True,True,,,519895.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,Oliver,1.0,197.0,False,,,40.0,519895.jpg,1.0,False,Sonne,0.1,False,,a,3.0,90.0,1.0,325.0,325.0,235.0,235.0,0.2,0.2,Sonne,169.0,2025-01-01,2000-11-10,False,p519895,73.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.8,16.0,6.0,2.7,0.0,1.0,0.0,0.0,1.0,0.03,0.08,0.11,2.09,121.0,52.0,35.0,10.0,61.0,11.0,77.0,22.0,,,,,,,0.04,0.0,0.1,0.14,2.58,3.7,655.0,200.0,119.0,35.0,119.0,35.0,447.0,172.0,1.23,0.0,0.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
17,Jaidon Anthony,True,True,,,444180.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,2.0,Jaidon,2.0,200.0,False,,,55.0,444180.jpg,2.0,False,Anthony,0.1,False,,a,3.0,90.0,2.0,318.0,318.0,359.0,359.0,0.4,0.4,Anthony,241.0,2025-07-01,1999-12-01,False,p444180,84.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,26.2,32.0,6.7,0.0,4.0,0.0,4.0,1.0,0.44,0.36,0.8,2.32,101.0,37.0,19.0,16.0,14.0,6.0,21.0,15.0,1.0,,1.0,,,,0.47,0.0,0.39,0.86,2.49,3.21,176.0,113.0,99.0,55.0,99.0,55.0,465.0,151.0,1.07,0.0,4.29,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
18,Jacob Bruun Larsen,True,True,,,179458.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,1.0,Jacob,1.0,202.0,False,,,55.0,179458.jpg,1.0,False,Bruun Larsen,0.0,False,,a,3.0,90.0,1.0,51.0,51.0,137.0,137.0,0.2,0.2,Bruun Larsen,58.0,2025-07-11,1998-09-19,False,p179458,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.6,0.7,8.0,1.3,1.0,1.0,0.0,2.0,0.0,0.0,0.01,0.01,0.91,124.0,51.0,138.0,77.0,54.0,32.0,131.0,62.0,,,,,2.0,,0.0,0.0,0.03,0.03,3.03,3.33,135.0,87.0,146.0,75.0,146.0,75.0,589.0,235.0,0.0,0.0,6.67,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
19,Josh Cullen,True,True,,,172567.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,4.0,Josh,4.0,205.0,False,,,50.0,172567.jpg,4.0,False,Cullen,0.1,False,,a,3.0,90.0,4.0,236.0,236.0,148.0,148.0,0.8,0.8,Cullen,104.0,2022-07-12,1996-04-07,False,p172567,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.8,59.4,0.0,8.3,5.0,4.0,3.0,12.0,1.0,0.0,0.28,0.28,2.32,38.0,17.0,3.0,3.0,448.0,158.0,15.0,11.0,,,,,,,0.0,0.0,0.28,0.28,2.32,3.0,240.0,152.0,51.0,21.0,51.0,21.0,565.0,218.0,1.0,0.0,12.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
20,Marcus Edwards,True,True,,,174592.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,1.0,Marcus,1.0,206.0,False,,,50.0,174592.jpg,1.0,False,Edwards,0.1,False,,a,3.0,90.0,1.0,80.0,80.0,352.0,352.0,0.2,0.2,Edwards,241.0,2025-07-01,1998-12-03,False,p174592,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,166.0,467.0,173.0,450.0,159.0,472.0,172.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,242.0,153.0,138.0,68.0,138.0,68.0,489.0,167.0,0.0,0.0,0.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
21,Hannibal Mejbri,True,True,,,465527.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,2.0,Hannibal,2.0,207.0,False,,,50.0,465527.jpg,2.0,False,Mejbri,0.1,False,,a,3.0,90.0,2.0,205.0,205.0,395.0,395.0,0.4,0.4,Hannibal,218.0,2024-08-28,2003-01-21,False,p465527,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.7,5.0,0.6,0.0,1.0,0.0,1.0,1.0,0.03,0.01,0.04,1.41,514.0,196.0,105.0,65.0,70.0,41.0,152.0,71.0,,,3.0,,,,0.04,0.0,0.01,0.05,2.05,2.9,306.0,189.0,95.0,51.0,95.0,51.0,436.0,143.0,1.45,0.0,1.45,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
22,Josh Laurent,True,True,,,167887.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,2.0,Josh,2.0,209.0,False,,,50.0,167887.jpg,2.0,False,Laurent,0.0,False,,a,3.0,90.0,2.0,46.0,46.0,76.0,76.0,0.4,0.4,Laurent,241.0,2024-08-30,1995-05-06,False,p167887,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.6,11.2,20.0,4.2,2.0,3.0,1.0,6.0,1.0,0.11,0.13,0.24,1.41,89.0,33.0,59.0,38.0,27.0,15.0,51.0,29.0,,,,,,,0.16,0.0,0.19,0.35,2.05,2.9,236.0,150.0,89.0,46.0,89.0,46.0,627.0,267.0,1.45,0.0,8.71,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
23,Loum Tchaouna,True,True,,,469272.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,1.0,Loum,1.0,210.0,False,,,50.0,469272.jpg,1.0,False,Tchaouna,0.0,False,,a,3.0,90.0,1.0,9.0,9.0,92.0,92.0,0.2,0.2,Tchaouna,73.0,2025-07-02,2003-09-08,False,p469272,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.2,0.8,0.0,0.4,0.0,1.0,1.0,2.0,0.0,0.0,0.01,0.01,0.23,135.0,59.0,133.0,72.0,510.0,193.0,163.0,78.0,,,,,,,0.0,0.0,0.06,0.06,1.29,0.0,311.0,193.0,139.0,69.0,139.0,69.0,631.0,270.0,0.0,0.0,11.25,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
24,Zian Flemming,True,True,,,431639.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7,1.2,1.0,Zian,1.0,215.0,False,,,55.0,431639.jpg,1.0,False,Flemming,0.2,False,,a,3.0,90.0,1.0,464.0,464.0,643.0,643.0,0.2,0.2,Flemming,152.0,2025-06-01,1998-08-01,False,p431639,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,585.0,48.0,592.0,51.0,585.0,52.0,593.0,52.0,,,2.0,,,,0.0,0.0,0.0,0.0,1.29,0.0,165.0,35.0,152.0,14.0,152.0,14.0,408.0,60.0,0.0,0.0,0.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
25,Lyle Foster,True,True,,,435973.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4,0.9,2.0,Lyle,2.0,217.0,False,,,50.0,435973.jpg,2.0,False,Foster,0.4,False,,a,3.0,90.0,2.0,2727.0,2727.0,1266.0,1266.0,0.4,0.4,Foster,198.0,2023-01-25,2000-09-03,False,p435973,73.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.8,22.7,10.0,3.8,2.0,1.0,0.0,3.0,1.0,0.22,0.04,0.26,2.09,122.0,10.0,24.0,2.0,48.0,13.0,57.0,11.0,,,,,,,0.27,0.0,0.05,0.32,2.58,3.7,294.0,47.0,94.0,7.0,94.0,7.0,275.0,48.0,1.23,0.0,3.7,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
26,Martin Dúbravka,True,True,100.0,100.0,67089.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,Martin,2.0,470.0,False,,2025-08-11T10:30:07.723845Z,40.0,67089.jpg,2.0,False,Dúbravka,34.8,False,,a,3.0,90.0,2.0,23207.0,23207.0,4696.0,4696.0,0.5,0.5,Dúbravka,194.0,2025-08-07,1989-01-15,False,p67089,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,25.8,0.0,0.0,2.6,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.32,33.0,6.0,165.0,4.0,121.0,4.0,81.0,6.0,,,,,,,0.0,3.0,0.0,0.0,2.32,3.0,566.0,39.0,78.0,7.0,78.0,7.0,4.0,1.0,1.0,0.0,0.0,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
27,Lesley Ugochukwu,True,True,100.0,100.0,503714.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,1.0,Lesley,1.0,676.0,False,,2025-08-11T10:30:07.946294Z,50.0,503714.jpg,1.0,False,Ugochukwu,0.0,False,,a,3.0,90.0,1.0,63.0,63.0,123.0,123.0,0.2,0.2,Ugochukwu,73.0,2025-08-06,2004-03-26,False,p503714,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,3.0,0.1,0.0,1.0,0.0,1.0,0.0,0.05,0.0,0.05,0.91,532.0,207.0,151.0,82.0,85.0,50.0,172.0,82.0,,,,,,,0.17,0.0,0.0,0.17,3.03,3.33,330.0,205.0,141.0,71.0,141.0,71.0,581.0,229.0,0.0,0.0,3.33,Burnley,1.0,25-26,2025-08-17 10:49:52.276645
28,Đorđe Petrović,True,True,,,457569.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,1.3,2.0,Đorđe,2.0,67.0,False,,,45.0,457569.jpg,2.0,False,Petrović,3.3,False,,a,4.0,91.0,2.0,10601.0,10601.0,3105.0,3105.0,0.4,0.4,Petrović,190.0,2025-07-16,1999-10-08,False,p457569,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,47.8,0.0,0.0,4.8,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.21,10.0,1.0,348.0,60.0,321.0,60.0,39.0,1.0,,,,,,,0.0,6.0,0.0,0.0,2.21,4.0,448.0,30.0,84.0,8.0,84.0,8.0,91.0,13.0,1.0,0.0,0.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645
29,Marcos Senesi Barón,True,True,,,221466.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,2.0,Marcos,2.0,72.0,False,,,45.0,221466.jpg,2.0,False,Senesi Barón,0.9,False,,a,4.0,91.0,2.0,6561.0,6561.0,1224.0,1224.0,0.4,0.4,Senesi,10.0,2022-08-08,1997-05-10,False,p221466,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,14.6,2.0,4.3,12.0,2.0,3.0,15.0,1.0,0.0,0.05,0.05,2.21,32.0,9.0,40.0,12.0,91.0,24.0,49.0,11.0,,,,,,,0.0,0.0,0.05,0.05,2.21,4.0,409.0,99.0,82.0,25.0,82.0,25.0,189.0,71.0,1.0,0.0,15.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645
