id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,assists_week3,assists_week4,assists_week5,bonus,bonus_week1,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,goals_week3,goals_week4,goals_week5,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xA_week3,xA_week4,xA_week5,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xG_points,xG_week1,xG_week2,xG_week3,xG_week4,xG_week5,xPoints,xPoints week 1,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints_next10,yellow_cards,gameweek 15 prediction
11,-0.4477230507564287,-0.4477230507564287,0,,,0.0,,,0,,,0.0,,,3,100.0,100.0,0.5522769492435713,0,,,0.0,0.0,0.0,111457,,,0,0,-2,2,0.0,420,163,,,0,2,-0.2,0.8,0,Sead,-0.2,-0.9105169125753376,-0.9105169125753376,-0.9105169125753376,-0.9105169125753376,1.0,5,2.8001551628112797,2.3087284564971924,1.5842008590698242,2.8536109924316406,1.6831796169281006,,,,,2.664358377456665,2.2307991981506348,2.3704090118408203,2.1830039024353027,5,0,,,0.0,,,0.4,371,128,False,4.0,346,127,90,,2021-09-09T11:30:14.107791Z,43,0,0,,0,,111457.jpg,-1.0,0,0,Kolasinac,0.1,False,,a,1,3,Arsenal,0.0,372,138,-1,2042,252,6789,262,-0.10412163971079738,-0.2117481192035669,-0.2117481192035669,0.21591122754752687,0.0,5.166874236838763,-0.2,Kolasinac,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,3.8,0.6999999999999993,1.200000000000001,0.0,,,0.0,,,,,,-0.9105169125753376,,,22.21755921840668,1,1.5391136407852173
12,1.138069237310893,1.138069237310893,0,,,0.0,,,0,,,0.0,,,2,50.0,0.0,0.1380692373108928,0,,,0.0,0.0,0.0,153256,,,0,0,0,0,0.3,352,174,,,0,3,0.1,0.0,0,Mohamed Naser,0.2,1.0,1.0,1.0,1.0,1.0,5,2.1622347831726074,1.7618567943572998,1.3973506689071655,2.2056941986083984,1.4339162111282349,,,,,1.929441809654236,1.7435637712478638,1.823537349700928,1.685771942138672,2,0,,,0.0,,,0.4,372,171,False,3.4,354,160,45,Muscle injury - 50% chance of playing,2021-09-03T11:30:15.140806Z,45,0,0,,0,,153256.jpg,1.0,0,0,El Sayed Elneny,0.4,False,,d,1,3,Arsenal,0.0,430,171,1,13420,212,39275,1976,0.2529042749579762,0.2222222222222222,0.2222222222222222,0.5364909834415564,0.0,3.887917995452881,0.2,Elneny,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,3.8,0.6999999999999993,1.200000000000001,0.0,,,0.0,,,,,,1.0,,,17.495630979537964,0,1.3522634506225586
13,5.014207711932679,1.6714025706442264,0,,,0.0,0.0,0.0,0,,,0.0,0.0,0.0,16,,,0.4142077119326784,1,,,0.0,1.0,0.0,154043,,,0,0,-1,1,27.6,182,106,,,0,3,1.2,2.2,1,Ainsley,1.2,1.69886176793047,1.69886176793047,1.69886176793047,1.69886176793047,3.0,5,2.6971724033355717,2.2366902828216557,1.8187968730926516,2.7639272212982178,1.9139710664749143,,,,,2.49805235862732,2.1567163467407227,2.2366902828216557,2.122220277786255,1,0,,,0.0,0.0,0.0,5.7,281,127,False,20.6,285,115,115,,,54,0,0,,0,,154043.jpg,1.7,0,0,Maitland-Niles,0.1,False,,a,1,3,Arsenal,8.0,263,143,5,1231,84,4341,194,0.3095189945637456,0.31460403109823515,0.31460403109823515,0.7192571467681504,0.2,4.125288040549666,0.9,Maitland-Niles,0.2,0.6000000000000001,,,0.0,0.2,0.0,0.0,0.2,0.06666666666666667,,,3.8,0.6999999999999993,1.200000000000001,0.0,,,0.0,0.0,0.0,1.0,,,1.0,3.09658530379141,1.0,22.2765554189682,0,1.8323183059692385
14,1.704553898487143,0.8522769492435713,0,,0.0,0.0,,,0,,0.0,0.0,,,25,100.0,0.0,1.1045538984871426,0,,0.0,0.0,0.0,0.0,156074,,,0,0,-2,2,0.5,338,118,,,0,2,0.0,0.0,0,Rob,0.0,0.4547879838251456,0.4547879838251456,0.4547879838251456,0.4547879838251456,2.0,5,2.810681104660034,2.460395336151123,1.6772592067718506,2.8641369342803955,1.8348466157913208,,,,,2.816025257110596,2.382466077804565,2.522075891494751,2.3346707820892334,7,0,,0.0,0.0,,,7.4,250,83,False,67.4,144,57,180,,2021-09-11T17:30:15.865590Z,43,0,0,,0,,156074.jpg,0.0,0,0,Holding,0.8,False,,a,1,3,Arsenal,6.0,270,78,0,17925,390,111179,3609,0.1982039416845515,0.10576464740119666,0.10576464740119666,0.4110044412740089,0.0,5.440311126930769,0.0,Holding,0.0,0.0,,0.0,0.0,,,0.1,0.1,0.05,,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,0.6000000000000001,,0.1,0.0,,,,,0.8200928802256289,0.0894830874246624,,,23.393337845802307,1,1.6907806396484375
15,2.776138474621786,1.388069237310893,0,,,,0.0,0.0,0,,,,0.0,0.0,14,100.0,100.0,0.2761384746217856,1,,,,0.0,1.0,167199,,,0,0,0,0,16.0,223,122,,,0,3,0.8,1.8,3,Thomas,0.8,1.4005971059561009,1.4005971059561009,1.4005971059561009,1.4005971059561009,2.0,5,2.662445068359375,2.114367961883545,1.7608051300048828,2.729199886322021,1.91875433921814,,,,,2.429652214050293,2.155714750289917,2.176048517227173,2.0615782737731934,0,0,,,,0.0,0.0,5.4,285,128,False,14.2,298,121,102,,2021-08-04T10:30:07.806099Z,50,0,0,,0,,167199.jpg,1.5,0,0,Partey,0.1,False,,a,1,3,Arsenal,24.0,181,99,3,8887,1232,5771,721,0.2776138474621786,0.2801194211912202,0.2801194211912202,0.6207634344206888,0.2,4.366665959358216,0.6,Partey,0.0,0.0,,,,0.0,0.0,0.1,0.1,0.05,,,,0.6999999999999993,1.200000000000001,0.5,,,,0.1,0.0,2.3011942119122017,,,,0.5,2.3011942119122017,21.83332979679108,1,1.8247636556625368
16,13.361384746217857,2.6722769492435714,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,82,100.0,100.0,2.7613847462178565,2,0.0,0.0,0.0,1.0,1.0,192895,2.0,,0,0,-1,1,134.7,24,7,,,0,2,3.5,4.5,6,Kieran,3.5,3.0381642405201577,3.0381642405201577,3.0381642405201577,3.0381642405201577,5.0,5,3.436403512954712,3.185523748397827,2.2931759357452397,3.549047470092773,2.538724899291992,,,,,3.4539690017700195,3.036404848098755,3.1346397399902344,3.047797679901123,9,0,0.0,0.0,0.0,0.0,0.0,27.0,56,7,False,66.6,145,58,412,,2021-08-22T23:00:07.798838Z,49,0,0,,0,,192895.jpg,3.0,0,0,Tierney,6.2,False,,a,1,3,Arsenal,68.0,82,14,15,240497,11786,352615,10368,0.5453626427027697,0.6200335184735015,0.6200335184735015,1.2072116711965508,0.7,6.129062613662408,3.1,Tierney,0.8,2.4000000000000004,0.6,0.0,0.0999999999999999,0.1,0.0,0.2,1.0,0.2,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.2000000000000002,0.1,0.0,0.0,0.1,0.0,3.204776847648807,4.4901271721360505,1.2200928802256288,0.3894830874246623,5.88634121516564,3.204776847648807,30.0324068069458,0,2.356719970703125
17,20.92327694924357,5.230819237310892,1,0.0,0.0,,1.0,0.0,0,0.0,0.0,,0.0,0.0,42,100.0,100.0,0.5522769492435713,2,0.0,0.0,0.0,1.0,1.0,195735,1.0,,0,0,-3,3,164.5,14,9,1.0,,0,3,2.8,3.8,3,Nicolas,2.8,5.374083632198508,5.374083632198508,5.374083632198508,5.374083632198508,4.0,5,4.4836835861206055,4.141901969909668,3.29948091506958,4.584935188293457,3.536583185195923,,,,,4.661509037017822,3.787043809890747,4.064132690429688,3.604749202728272,4,0,0.0,0.0,,0.0,0.0,41.8,18,13,False,61.6,157,61,360,,2021-08-28T18:30:11.395641Z,72,0,0,3.0,0,,195735.jpg,3.2,0,0,Pépé,1.5,False,,a,1,3,Arsenal,191.0,13,8,13,64683,2307,215903,7297,0.726502671848735,0.746400504472015,0.746400504472015,1.9494112321067931,0.4,5.506360464625888,1.8,Pépé,0.7,2.1,0.2,0.0,,0.3,0.1999999999999999,1.9,2.5999999999999996,0.6499999999999999,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,9.5,0.3,0.0,,1.2,0.3999999999999999,4.901194211912202,4.372531793034012,2.055023220056407,,10.167585303791409,4.901194211912202,39.6457953453064,0,3.4817757606506348
18,,,0,,,,,,0,,,,,,0,0.0,0.0,,0,,,,,,198849,,,0,0,0,0,0.0,478,192,,,0,3,0.0,0.0,0,Lucas,0.0,,,,,,5,2.866066694259644,2.355348825454712,1.978489875793457,2.9095256328582764,2.136439085006714,,,,,2.67063307762146,2.396695613861084,2.41702938079834,2.279263496398926,0,0,,,,,,0.0,490,189,False,0.0,483,185,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.2,False,,u,1,3,Arsenal,0.0,447,179,0,6292,0,27460,942,,,,,0.0,5.344875600602892,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.051940202713013,0,2.0424485206604004
20,,,0,,,,,,0,,,,,,0,100.0,100.0,,0,,,,,,205533,,,0,0,-1,1,0.0,577,75,,,0,4,0.0,1.0,0,Edward,0.0,,,,,,5,2.967111825942993,2.5160298347473145,1.978489875793457,3.0205674171447754,2.20168399810791,,,,,2.8313145637512207,2.4977405071258545,2.5777103900909424,2.3903050422668457,0,0,,,,,,0.0,581,75,False,0.0,579,73,0,,2021-08-08T18:00:05.173437Z,54,0,0,,0,,205533.jpg,0.0,0,0,Nketiah,0.1,False,,a,1,3,Arsenal,0.0,567,70,0,4266,479,7040,501,,,,,0.0,4.641024183343958,0.0,Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.061530590057373,0,2.08057713508606
21,15.690346186554464,3.138069237310893,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,44,100.0,100.0,0.6903461865544641,1,0.0,0.0,0.0,0.0,1.0,209289,,,0,0,-2,2,70.4,77,49,,,0,3,2.0,3.0,3,Emile,2.0,3.1302239993717573,3.1302239993717573,3.1302239993717573,3.1302239993717573,5.0,5,3.738506317138672,3.501915693283081,2.8623247146606445,3.839757442474365,2.81852388381958,,,,,3.679295063018799,3.343469381332397,3.490480422973633,3.343469381332397,9,0,0.0,0.0,0.0,0.0,0.0,21.7,76,42,False,45.2,213,84,358,,2021-09-08T10:00:09.013082Z,53,0,0,,0,,209289.jpg,2.0,0,0,Smith Rowe,3.3,False,,a,1,3,Arsenal,102.0,54,29,10,139367,3864,410212,14944,0.5920885353416779,0.5906083017682561,0.5906083017682561,1.3630901725565272,0.4,6.316993776357399,1.9,Smith Rowe,0.5,1.5,0.4,0.0,0.0,0.0999999999999999,0.0,0.9,1.4,0.27999999999999997,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,4.5,0.1,0.1,0.0,0.2,0.5,4.801194211912202,3.9725317930340127,2.555023220056407,2.0223707718561656,2.3,4.801194211912202,33.480067014694214,0,2.8623247146606445
22,13.661346186554464,2.7322692373108928,1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,46,100.0,100.0,0.6903461865544641,2,0.0,0.0,0.0,1.0,1.0,223340,3.0,,0,0,-2,2,86.2,55,35,6.0,,0,3,3.0,4.0,6,Bukayo,3.0,2.8192669057588065,2.8192669057588065,2.8192669057588065,2.8192669057588065,5.0,5,2.802767038345337,2.741018533706665,2.2780649662017822,2.905414342880249,2.3226356506347656,,,,,2.821419239044189,2.64925217628479,2.748573541641236,2.650648355484009,6,0,0.0,0.0,0.0,0.0,0.0,27.7,53,33,False,39.6,229,92,316,,2021-08-26T10:30:09.768229Z,63,0,0,,0,,223340.jpg,2.6,0,0,Saka,7.2,False,,a,1,3,Arsenal,153.0,30,17,13,198369,9053,739665,19715,0.43369352973188774,0.4475026834537788,0.4475026834537788,1.0885621202794142,0.5,4.168476604280018,2.1,Saka,0.4,1.2000000000000002,0.0,0.1,0.0,0.3,0.0,0.6,1.0,0.2,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,3.0,0.0,0.0,0.1,0.4,0.0999999999999999,3.572194211912202,1.0,2.355023220056407,1.5,5.39658530379141,3.572194211912202,26.26140260696411,0,2.341608762741089
23,8.704553898487141,4.352276949243571,0,,,,0.0,0.0,3,,,,2.0,1.0,55,100.0,100.0,1.1045538984871426,2,,,,1.0,1.0,226597,,,0,0,0,0,1.1,317,107,,,0,2,3.8,4.8,7,Gabriel,3.8,5.395559031407223,5.395559031407223,5.395559031407223,5.395559031407223,2.0,5,3.785308361053467,3.6229403018951416,2.970414400100708,3.897952318191528,3.384104013442993,,,,,3.760229349136353,3.496579885482788,3.56982684135437,3.507972717285156,0,0,,,,0.0,0.0,6.2,268,93,False,52.8,187,74,180,,2021-08-04T10:30:07.822243Z,50,0,0,,0,,226597.jpg,7.5,0,0,Magalhães,0.3,False,,a,1,3,Arsenal,8.0,260,74,15,16535,3604,8067,1375,0.8704553898487142,1.0791118062814447,1.0791118062814447,1.9463974230828052,0.8,6.993148517608643,3.0,Gabriel,0.0,0.0,,,,0.0,0.0,0.1,0.1,0.05,,,,0.6999999999999993,1.200000000000001,0.6000000000000001,,,,0.1,0.0,4.204776847648807,,,,6.586341215165639,4.204776847648807,34.96574258804321,0,2.970414400100708
24,,,0,,,,,,0,,,,,,0,0.0,0.0,,0,,,,,,233963,,,0,0,0,0,0.0,500,192,,,0,2,0.0,0.0,0,Konstantinos,0.0,,,,,,5,3.464857339859009,2.825731039047241,1.925525784492493,3.518312931060791,2.270228624343872,,,,,3.3290605545043945,2.807441711425781,2.887411594390869,2.7000060081481934,0,0,,,,,,0.0,511,192,False,0.0,506,192,0,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,45,0,0,,0,,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,u,1,3,Arsenal,0.0,470,182,0,0,0,42,1,,,,,0.0,6.168041838539971,0.0,Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75618827342987,0,2.0276126861572266
