id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,assists_week3,assists_week4,bonus,bonus_week1,bonus_week2,bonus_week3,bonus_week4,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,cleansheet_week3,cleansheet_week4,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,goals_week3,goals_week4,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xA_week3,xA_week4,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xGA_week3,xGA_week4,xG_points,xG_week1,xG_week2,xG_week3,xG_week4,xPoints,xPoints week 1,xPoints week 2,xPoints week 3,xPoints week 4,xPoints_next10,yellow_cards,gameweek 14 prediction
11,-0.5455673853169449,-0.5455673853169449,0,,,0.0,,0,,,0.0,,3,100.0,75.0,0.454432614683055,0,,,0.0,0.0,111457,,,0,0,-1,1,0.0,409,160,,,0,2,0.7,0.5,0,Sead,-0.3,,,,,1.0,4,3.0410165786743164,2.319020271301269,1.5842008590698242,2.9014062881469727,,,,2.4769527912139893,2.664358377456665,2.3704090118408203,2.372816324234009,2.2307991981506348,5,0,,,0.0,,0.4,352,123,False,4.0,325,122,90,,2021-09-09T11:30:14.107791Z,44,0,0,,0,,111457.jpg,-1.0,0,0,Kolasinac,0.1,False,,a,1,3,Arsenal,0.0,355,135,-1,1528,147,6300,947,-0.1239925875720329,,,0.260089045906121,-0.1,5.373672572049228,-0.2,Kolasinac,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,3.8,0.6999999999999993,0.0,,,0.0,,,,,-0.9105169125753376,,23.6441593170166,1,1.6831796169281006
12,1.1136081536707638,1.1136081536707638,0,,,0.0,,0,,,0.0,,2,0.0,0.0,0.1136081536707637,0,,,0.0,0.0,153256,,,0,0,0,0,0.3,335,167,,,0,3,0.0,0.0,0,Mohamed Naser,0.3,,,,,1.0,4,2.3434596061706543,1.772148609161377,1.3973506689071655,2.263485908508301,,,,1.7916765213012695,1.929441809654236,1.823537349700928,1.825944781303405,1.7435637712478638,2,0,,,0.0,,0.4,353,162,False,3.4,331,149,45,Muscle injury - Expected back 26 Sep,2021-09-03T11:30:15.140806Z,45,0,0,,0,,153256.jpg,1.0,0,0,El Sayed Elneny,0.4,False,,i,1,3,Arsenal,0.0,407,158,1,13089,494,35510,6259,0.247468478593503,,,0.524959918030152,0.1,4.072116719351874,0.2,Elneny,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,3.8,0.6999999999999993,0.0,,,0.0,,,,,1.0,,18.324525237083435,0,1.4339162111282349
13,3.827216307341528,1.913608153670764,0,,,0.0,0.0,0,,,0.0,0.0,15,,,0.2272163073415275,1,,,0.0,1.0,154043,,,0,0,-1,1,27.1,153,93,,,0,3,2.3,2.3,3,Ainsley,1.3,,,,,2.0,4,2.952256441116333,2.2334604263305664,1.7266849279403689,2.8722827434539795,,,,2.457441568374634,2.571911573410034,2.2231686115264893,2.2255759239196777,2.143195152282715,1,0,,,0.0,0.0,5.1,255,113,False,15.0,272,111,100,,,54,0,0,,0,,154043.jpg,2.0,0,0,Maitland-Niles,0.1,False,,a,1,3,Arsenal,8.0,235,124,4,1059,336,4001,356,0.3543718803094007,,,0.8234858344815104,0.2,4.3014512017921165,0.7,Maitland-Niles,0.2,0.6000000000000001,,,0.0,0.2,0.0,0.2,0.1,,,3.8,0.6999999999999993,0.0,,,0.0,0.0,3.09658530379141,,,1.0,3.09658530379141,23.22783648967743,0,1.821859121322632
14,1.5088652293661102,0.7544326146830551,0,,0.0,0.0,,0,,0.0,0.0,,25,0.0,,0.90886522936611,0,,0.0,0.0,0.0,156074,,,0,0,-2,2,0.5,316,109,,,0,2,0.0,1.0,0,Rob,0.0,,,,,2.0,4,3.051542520523072,2.4706871509552,1.6772592067718506,2.9119322299957275,,,,2.62861967086792,2.816025257110596,2.522075891494751,2.5244829654693604,2.382466077804565,7,0,,0.0,0.0,,7.4,216,67,False,67.4,107,37,180,Knee injury - Expected back 26 Sep,2021-09-11T17:30:15.865590Z,43,0,0,,0,,156074.jpg,0.0,0,0,Holding,1.0,False,,i,1,3,Arsenal,6.0,249,73,0,17436,689,99935,14127,0.1754494452751291,,,0.3638197132421596,0.0,5.772078508554503,0.0,Holding,0.0,0.0,,0.0,0.0,,0.1,0.1,0.05,,2.9000000000000004,3.8,0.6999999999999993,0.6000000000000001,,0.1,0.0,,,,0.8200928802256289,0.0894830874246624,,24.819937586784363,1,1.8348466157913208
15,0.6136081536707638,0.6136081536707638,0,,,,0.0,0,,,,0.0,0,100.0,100.0,0.1136081536707637,0,,,,0.0,167199,,,0,0,0,0,0.7,310,157,,,0,3,1.0,1.0,0,Thomas,0.0,,,,,1.0,4,2.798142671585083,2.0791327953338623,1.6919821500778198,2.7181692123413086,,,,2.2463595867156982,2.384125232696533,2.19016170501709,2.1329286098480225,2.0505475997924805,0,0,,,,0.0,0.6,346,158,False,1.6,348,159,28,,2021-08-04T10:30:07.806099Z,50,0,0,,0,,167199.jpg,0.0,0,0,Partey,0.1,False,,a,1,3,Arsenal,4.0,268,137,0,6776,3245,4595,1099,0.1227216307341527,,,0.2744139086311929,0.0,4.428296184539795,0.0,Partey,0.0,0.0,,,,0.0,0.1,0.1,0.1,,,,0.6999999999999993,0.5,,,,0.1,0.5,,,,0.5,22.14148092269897,1,1.8499313592910769
16,10.41773045873222,2.604432614683055,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,62,100.0,100.0,1.8177304587322205,1,0.0,0.0,0.0,1.0,192895,2.0,,0,0,-1,1,131.6,15,4,,,0,2,3.7,3.7,7,Kieran,2.7,,,,,4.0,4,3.480933666229248,3.1499135494232178,2.303734064102173,3.3445799350738525,,,,3.247213840484619,3.408066987991333,3.1396217346191406,3.097763538360596,3.003268003463745,9,0,0.0,0.0,0.0,0.0,25.5,38,4,False,58.8,130,50,335,,2021-08-22T23:00:07.798838Z,49,0,0,,0,,192895.jpg,2.2,0,0,Tierney,6.1,False,,a,1,3,Arsenal,64.0,71,11,9,206127,42091,327445,27782,0.531516860139399,,,1.1765627249751638,0.6,6.254039005357392,1.8,Tierney,0.8,2.4000000000000004,0.6,0.0,0.0999999999999999,0.1,0.2,1.0,0.25,1.3,2.9000000000000004,3.8,0.6999999999999993,1.2000000000000002,0.1,0.0,0.0,0.1,5.88634121516564,4.4901271721360505,1.2200928802256288,0.3894830874246623,5.88634121516564,30.64479112625122,0,2.469695806503296
17,16.111824461012294,5.370608153670765,1,0.0,0.0,,1.0,0,0.0,0.0,,0.0,35,100.0,100.0,0.3408244610122913,1,0.0,0.0,0.0,1.0,195735,1.0,,0,0,-3,3,136.9,12,8,1.0,,0,3,3.7,3.7,6,Nicolas,2.7,,,,,3.0,4,5.112131595611572,4.279343128204346,3.3327765464782715,4.77626371383667,,,,4.516969203948975,4.794057846069336,3.9151339530944815,3.726577758789064,3.638044834136963,4,0,0.0,0.0,,0.0,33.1,19,13,False,50.4,153,57,270,,2021-08-28T18:30:11.395641Z,72,0,0,3.0,0,,195735.jpg,3.3,0,0,Pépé,1.6,False,,a,1,3,Arsenal,143.0,20,13,10,53394,18512,201604,12370,0.7459177991209396,,,2.0015074853537445,0.4,5.786274638440874,1.4,Pépé,0.5,1.5,0.2,0.0,,0.3,1.5,2.0,0.6666666666666666,1.3,2.9000000000000004,3.8,0.6999999999999993,7.5,0.3,0.0,,1.2,10.167585303791409,4.372531793034012,2.055023220056407,,10.167585303791409,41.66117739677429,0,3.5698788166046143
18,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,198849,,,0,0,0,0,0.0,462,185,,,0,3,0.0,0.0,0,Lucas,0.0,,,,,,4,3.047291278839112,2.365640640258789,1.978489875793457,2.967317819595337,,,,2.532867431640625,2.67063307762146,2.4766695499420166,2.4194366931915283,2.3370554447174072,0,0,,,,,0.0,472,181,False,0.0,466,177,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.2,False,,u,1,3,Arsenal,0.0,425,167,0,6292,0,25810,2436,,,,,0.0,5.540409088134766,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,24.931840896606445,0,2.136439085006714
20,,,0,,,,,0,,,,,0,100.0,100.0,,0,,,,,205533,,,0,0,-1,1,0.0,565,73,,,0,4,1.0,1.0,0,Edward,0.0,,,,,,4,3.207972764968872,2.526321649551392,1.978489875793457,3.0683629512786865,,,,2.643909215927124,2.8313145637512207,2.637350559234619,2.580117464065552,2.4381003379821777,0,0,,,,,0.0,569,74,False,0.0,566,71,0,,2021-08-08T18:00:05.173437Z,54,0,0,,0,,205533.jpg,0.0,0,0,Nketiah,0.1,False,,a,1,3,Arsenal,0.0,555,68,0,3473,1437,6312,764,,,,,0.0,4.835856181603891,0.0,Nketiah,,,,,,,,,,,,,,,,,,,,,,,,26.11362338066101,0,2.20168399810791
21,10.954432614683055,2.738608153670764,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,100.0,75.0,0.454432614683055,0,0.0,0.0,0.0,0.0,209289,,,-1,1,-2,2,66.5,55,36,,,0,3,2.7,2.0,1,Emile,1.7,,,,,4.0,4,2.781755924224853,2.5795705318450928,2.0768284797668457,2.644315958023072,,,,2.5369532108306885,2.7088892459869385,2.569278717041016,2.5459179878234863,2.4318387508392334,9,0,0.0,0.0,0.0,0.0,19.0,74,42,False,42.8,184,70,298,,2021-09-08T10:00:09.013082Z,53,0,0,,0,,209289.jpg,1.8,0,0,Smith Rowe,3.6,False,,a,1,3,Arsenal,81.0,55,31,7,128499,16222,376541,45738,0.5167185195605215,,,1.1895753657591983,0.3,4.706543121697768,1.3,Smith Rowe,0.5,1.5,0.4,0.0,0.0,0.0999999999999999,0.4,0.9,0.225,1.3,2.9000000000000004,3.8,0.6999999999999993,2.0,0.1,0.1,0.0,0.2,2.3,3.9725317930340127,2.555023220056407,2.0223707718561656,2.3,24.94467854499817,0,2.069329738616944
22,10.154432614683056,2.538608153670764,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,100.0,100.0,0.454432614683055,1,0.0,0.0,0.0,1.0,223340,3.0,,0,0,-2,2,80.9,42,30,6.0,,0,3,3.0,3.0,3,Bukayo,2.0,,,,,4.0,4,2.781755924224853,2.5795705318450928,2.0768284797668457,2.644315958023072,,,,2.5369532108306885,2.7088892459869385,2.569278717041016,2.5459179878234863,2.4318387508392334,6,0,0.0,0.0,0.0,0.0,24.0,45,28,False,29.6,223,89,226,,2021-08-26T10:30:09.768229Z,63,0,0,,0,,223340.jpg,1.8,0,0,Saka,7.4,False,,a,1,3,Arsenal,131.0,25,16,7,169690,28731,694828,55916,0.4029536751858356,,,1.0114056977189534,0.3,3.9594727849203446,1.1,Saka,0.4,1.2000000000000002,0.0,0.1,0.0,0.3,0.5,0.9,0.225,1.3,2.9000000000000004,3.8,0.6999999999999993,2.5,0.0,0.0,0.1,0.4,5.39658530379141,1.0,2.355023220056407,1.5,5.39658530379141,24.94467854499817,0,2.069329738616944
23,5.054432614683055,5.054432614683055,0,,,,0.0,2,,,,2.0,28,100.0,100.0,0.454432614683055,1,,,,1.0,226597,,,0,0,0,0,0.8,307,106,,,0,2,3.7,3.7,8,Gabriel,2.7,,,,,1.0,4,4.431835651397705,4.197601795196533,2.640033721923828,3.718833923339844,,,,3.528382062911988,4.227723121643066,4.040741920471191,4.121057987213135,3.33000922203064,0,0,,,,0.0,3.1,292,103,False,22.2,244,99,90,,2021-08-04T10:30:07.822243Z,50,0,0,,0,,226597.jpg,8.0,0,0,Magalhães,0.2,False,,a,1,3,Arsenal,8.0,232,66,8,10210,6432,5831,1665,1.010886522936611,,,2.2604109828246624,0.5,7.455955934524536,1.6,Gabriel,0.0,0.0,,,,0.0,0.1,0.1,0.1,,,,0.6999999999999993,0.6000000000000001,,,,0.1,6.586341215165639,,,,6.586341215165639,37.27977967262268,0,3.043560266494751
24,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,233963,,,0,0,0,0,0.0,484,186,,,0,2,0.0,0.0,0,Konstantinos,0.0,,,,,,4,3.705718755722046,2.8360228538513184,1.925525784492493,3.566108465194702,,,,3.14165472984314,3.3290605545043945,2.947051763534546,2.8898189067840576,2.7478015422821045,0,0,,,,,0.0,493,186,False,0.0,489,187,0,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,45,0,0,,0,,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,u,1,3,Arsenal,0.0,449,175,0,0,0,41,3,,,,,0.0,6.524220440122817,0.0,Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,29.35899198055268,0,2.270228624343872
25,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,242166,,,0,0,0,0,0.0,488,194,,,0,3,0.0,0.0,0,Mattéo,0.0,,,,,,4,3.047291278839112,2.365640640258789,1.978489875793457,2.967317819595337,,,,2.532867431640625,2.67063307762146,2.4766695499420166,2.4194366931915283,2.3370554447174072,0,0,,,,,0.0,497,190,False,0.0,493,188,0,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,45,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.0,False,,u,1,3,Arsenal,0.0,453,177,0,0,0,102,8,,,,,0.0,5.540409088134766,0.0,Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,24.931840896606445,0,2.136439085006714
26,5.027216307341528,2.513608153670764,0,0.0,0.0,,,0,0.0,0.0,,,16,,,0.2272163073415275,0,0.0,0.0,0.0,0.0,444145,,,-1,1,-2,2,38.4,117,74,,,0,3,1.7,1.7,0,Gabriel Teodoro,0.7,,,,,2.0,4,3.287964105606079,2.5691680908203125,2.021420955657959,3.2079904079437256,,,,2.79314923286438,2.9076192378997803,2.558876276016236,2.561283588409424,2.478902578353882,3,0,0.0,0.0,,,6.1,231,106,False,9.4,291,122,148,,,53,0,0,,0,,444145.jpg,2.0,0,0,Martinelli Silva,0.2,False,,a,1,3,Arsenal,13.0,200,111,4,7850,430,21319,2513,0.4742656893718423,,,1.0918416111375078,0.1,4.992702142247615,0.8,Martinelli,0.1,0.3,0.1,0.0,,,0.1,0.2,0.1,1.3,2.9000000000000004,3.8,0.6999999999999993,0.5,0.1,0.0,,,,3.0725317930340124,2.055023220056407,,,26.46132135391236,0,2.074946880340576
27,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,462424,,,0,0,0,0,0.0,503,189,,,0,2,0.0,0.0,0,William,0.0,,,,,,4,3.705718755722046,2.8360228538513184,1.925525784492493,3.566108465194702,,,,3.14165472984314,3.3290605545043945,2.947051763534546,2.8898189067840576,2.7478015422821045,0,0,,,,,0.0,512,189,False,0.0,508,190,0,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,45,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.0,False,,u,1,3,Arsenal,0.0,470,179,0,0,0,148,6,,,,,0.0,6.524220440122817,0.0,Saliba,,,,,,,,,,,,,,,,,,,,,,,,29.35899198055268,0,2.270228624343872
