id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 21 prediction
65,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,131897,,,0,0,0,0,0.0,507,51,,,0,1,0.0,0.0,0,Mathew,0.0,,,,,,11,,,3.564438343048096,3.4563586711883545,2.719884157180786,3.072483777999878,3.391202449798584,3.2217514514923096,3.247451066970825,3.012843608856201,,2.6177966594696045,,,,,,,,0,0,,,,,,,,,,,,0.0,523,67,False,0.0,520,67,0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0,0,,0,,131897.jpg,0.0,0,0,Ryan,0.0,False,,u,4,36,Brighton,0.0,486,46,0,0,0,740,10,,,,,0.0,6.944769965277778,0.0,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25146484375,0,2.9472546577453613
66,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,165210,,,0,0,0,0,0.0,610,248,,,0,3,0.0,0.0,0,Alireza,0.0,,,,,,11,,,2.5748746395111084,2.5770692825317383,2.1384310722351074,2.296149730682373,2.4016387462615967,2.261784553527832,2.5517942905426025,2.2365095615386963,,2.0077953338623047,,,,,,,,0,0,,,,,,,,,,,,0.0,612,247,False,0.0,612,247,0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0,0,,0,,165210.jpg,0.0,0,0,Jahanbakhsh,0.0,False,,u,4,36,Brighton,0.0,609,247,0,0,0,94,3,,,,,0.0,4.2324490113691855,0.0,Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27846956253052,0,2.232422351837158
68,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,209362,,,0,0,0,0,0.0,430,158,,,0,2,0.0,0.0,0,Bernardo,0.0,,,,,,11,,,3.112654685974121,2.964777946472168,2.123595714569092,2.491440534591675,2.88787055015564,2.533169984817505,2.798632860183716,2.431800365447998,,1.9548310041427608,,,,,,,,0,0,,,,,,,,,,,,0.0,452,159,False,0.0,449,159,0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0,0,,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.0,False,,u,4,36,Brighton,0.0,393,140,0,0,0,483,10,,,,,0.0,6.416246324777603,0.0,Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.664985299110413,0,2.3662116527557373
69,32.41141844454935,2.9464925858681226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,204,0.0,,12.211418444549343,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,215059,,,0,0,1,-1,30.0,257,1,,,0,1,0.0,1.8,-1,Robert,1.3,3.251599789331437,3.3134074752824265,3.3134074752824265,3.3146864049357654,11.0,11,,,4.378478050231934,4.3713483810424805,3.830070734024048,4.08849573135376,4.29584550857544,4.347180366516113,4.124506950378418,3.969182014465332,,3.727983236312866,,,,,,,,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,215,13,False,204.0,64,14,990,Suspended until 27 Nov,2021-11-06T21:00:12.157769Z,46,0,0,,0,,215059.jpg,3.2,1,25,Sánchez,20.8,False,,s,4,36,Brighton,0.0,550,55,35,921794,3148,1023981,214682,0.6405418664930702,0.7068695194198776,0.7205840010729926,1.37380925188323,0.3,8.940979760626089,7.6,Sánchez,0.4,1.2000000000000002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.03636363636363637,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27492301231193,3.931484334792318,2.204776847648807,2.27492301231193,3.797315856468887,2.807586071978621,3.9863412151656377,1.6611955528863462,3.69012717213605,4.681280184142556,3.331484334792317,4.080967645783217,41.128506898880005,2,3.9954159259796143
70,18.41372566163285,2.630532237376121,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,105,100.0,100.0,1.9427256616328503,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,227127,,,-1,1,-1,1,34.5,244,136,4.0,,0,3,0.7,1.2,1,Yves,0.7,2.767140071200476,2.705101644414419,2.705101644414419,1.6593653765389913,7.0,11,,,2.579587459564209,2.3023266792297363,2.080044269561768,2.1837761402130127,2.600477695465088,2.258442640304565,2.2276604175567627,2.1837761402130127,,1.972623586654663,,,,,,,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,19.8,237,108,False,117.6,190,68,587,,2021-09-22T08:00:11.687845Z,44,0,0,,0,,227127.jpg,2.6,0,0,Bissouma,9.8,False,,a,4,36,Brighton,46.0,224,118,18,980912,11847,1164711,28522,0.5978482357673002,0.6288954707273808,0.37712849466795256,1.2540570390713186,0.2,5.115628134120593,4.1,Bissouma,0.4,1.2000000000000002,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,,,,0.3,0.7,0.09999999999999999,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.5,0.0,0.0,0.0999999999999999,0.0,0.1,0.0,0.1,,,,,2.3187307530779826,2.3328710836980795,1.0,2.3187307530779826,6.420328964117222,1.7018965179946557,2.4965853037914094,2.6652988882215864,,,,,22.50876379013061,2,2.120048761367798
71,10.240515798017944,2.560128949504486,0,,0.0,0.0,,,,,,,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,0.0,11,100.0,100.0,4.440515798017944,0,,0.0,0.0,,,,,,,0.0,0.0,232792,,,0,0,-1,1,52.7,196,49,,,0,2,1.0,1.5,2,Tariq,1.0,2.2687307530779823,2.2687307530779823,2.2687307530779823,2.2687307530779823,4.0,11,,,2.953068256378174,2.620421886444092,1.9342467784881592,2.209582090377808,2.850317001342773,2.3603432178497314,2.404885768890381,2.209582090377808,,1.7882823944091797,,,,,,,,2,0,,0.0,0.0,,,,,,,0.0,0.0,11.9,302,104,False,19.6,353,131,162,,2021-07-27T10:00:07.150819Z,44,0,0,,0,,232792.jpg,1.0,0,0,Lamptey,0.7,False,,a,4,36,Brighton,47.0,221,59,4,47896,9902,34853,2063,0.5818474885237468,0.5156206256995414,0.5156206256995414,1.2204935884985728,0.2,5.321609702977267,0.9,Lamptey,0.2,0.6000000000000001,,0.0,0.2,,,,,,,0.0,0.0,0.2,0.4,0.1,,1.200000000000001,0.1999999999999993,,,,,,,1.1000000000000003,3.899999999999999,1.2000000000000002,,0.0,0.2,,,,,,,0.0,0.0,7.074923012311929,,0.0,7.074923012311929,,,,,,,1.0,1.0,23.415082693099976,1,2.08435320854187
72,3.6,1.8,0,,,,0.0,,,,0.0,,,,0,,,,0.0,,,,0.0,,,,0,100.0,100.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233425,,,0,0,-2,2,1.4,375,53,,,0,4,0.0,0.5,0,Aaron,0.0,1.8,1.8,1.8,,2.0,11,,,2.2851667404174805,2.1723756790161133,1.3967071771621704,1.493293523788452,1.7520116567611694,1.5466687679290771,2.1190006732940674,1.493293523788452,,1.4189939498901367,,,,,,,,0,0,,,,0.0,,,,0.0,,,,0.6,419,58,False,0.2,429,59,59,,2021-09-08T10:30:09.965954Z,53,0,0,,0,,233425.jpg,1.0,0,0,Connolly,0.1,False,,a,4,36,Brighton,6.0,346,56,2,13001,370,22944,477,0.339622641509434,0.339622641509434,,0.7818700369735249,0.0,3.228766288397447,0.4,Connolly,0.0,0.0,,,,0.0,,,,0.0,,,,0.4,0.4,0.2,,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.6,,,,0.4,,,,0.0,,,,,,,,2.6,,,,1.0,,,,17.11246132850647,0,1.4349496364593506
73,3.8550644747522433,1.9275322373761217,0,0.0,,,,,,,0.0,,,,0,0.0,,,,,,,0.0,,,,14,0.0,0.0,0.555064474752243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235382,,,-1,1,-2,2,24.5,277,148,,,0,3,0.0,0.0,0,Steven,0.0,1.0,1.81643554184904,1.81643554184904,,2.0,11,,,2.159494638442993,2.11219334602356,1.6371808052062988,1.7825610637664795,1.9970816373825075,1.857227444648743,2.037526845932007,1.7825610637664795,,1.579782247543335,,,,,,,,1,0,0.0,,,,,,,0.0,,,,3.9,370,167,False,12.0,375,160,90,Ankle injury - Unknown return date,2021-09-27T22:30:16.564180Z,48,0,0,,0,,235382.jpg,1.5,0,0,Alzate,0.0,False,,i,4,36,Brighton,2.0,364,177,3,2415,29,5061,78,0.4015692161200254,0.20833333333333334,,0.8797940722744203,0.0,3.8884255786736808,0.6,Alzate,0.1,0.3,0.1,,,,,,,0.0,,,,0.0,0.1,0.05,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.0,0.0,,,,,,,0.0,,,,,2.63287108369808,,,,,,,1.0,,,,18.664442777633667,0,1.7188336849212646
74,24.088790136385093,2.6765322373761213,1,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,91,100.0,100.0,2.497790136385093,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243016,5.0,,0,0,-1,1,58.3,183,109,,,0,3,2.7,3.2,1,Alexis,2.7,2.190041120514653,2.539244449757256,2.539244449757256,1.8,9.0,11,,,3.120195150375366,2.907676696777344,2.6158387660980225,2.7521157264709477,2.969564914703369,2.6922719478607178,2.9675207138061523,2.7521157264709477,,2.5290799140930176,,,,,,,,3,2,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,30.9,152,76,False,137.8,154,53,286,,2021-09-23T00:00:09.177654Z,54,0,0,4.0,0,,243016.jpg,3.0,0,0,Mac Allister,0.4,False,,a,4,36,Brighton,113.0,112,61,27,44938,693,49946,1051,0.49565411803261505,0.4055631704656764,0.3333333333333333,1.1517960867716661,0.5,5.177401348396584,5.0,Mac Allister,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,,,0.0,0.0,0.0,1.6,1.7000000000000002,0.1888888888888889,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,7.52,0.2,0.0,0.0,0.3999999999999999,0.0999999999999999,0.1,,,0.0,0.0,0.8,1.0,5.0,1.0,1.0,4.749328964117222,1.5,2.271,,,1.0,1.0,5.0,27.957967281341556,0,2.651587724685669
75,21.64632237376121,2.164632237376121,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,,,2.775322373761215,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,243505,,,0,0,0,0,77.4,154,92,,,0,3,1.0,1.5,0,Jakub,1.0,1.8251693078984867,2.073039485478446,2.073039485478446,2.481156813272931,10.0,11,,,2.5755293369293213,2.6146883964538574,2.249267101287842,2.383070707321167,2.521390199661255,2.446278810501098,2.551480293273926,2.383070707321167,,2.141431331634521,,,,,,,,8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,204,98,False,50.0,301,123,504,,,45,0,0,,0,,243505.jpg,1.9,0,0,Moder,0.7,False,,a,4,36,Brighton,113.0,110,59,19,94236,493,76862,2434,0.4810293860835825,0.40559317953299706,0.5513681807273181,1.0204174225491092,0.2,5.381710953182644,4.2,Moder,0.7,2.1,0.4,0.0,,0.0,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0999999999999999,0.4,1.1,0.11000000000000001,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,2.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.1,0.0,,3.971,2.3011942119122017,,1.0,2.2018965179946552,1.0,1.0,1.2999999999999998,3.470320046035639,2.8328710836980795,1.3202419114458044,24.2176992893219,1,2.351492404937744
447,11.6,2.9,0,,,,,0.0,0.0,0.0,0.0,,,,3,,,,,0.0,0.0,3.0,0.0,,,,41,0.0,0.0,0.0,1,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50175,,,0,0,0,0,17.0,299,44,,,0,4,0.0,0.0,0,Danny,0.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,,4.0,11,,,2.756178855895996,2.307494163513184,2.1356496810913086,2.1687235832214355,2.757464408874512,2.4201998710632324,2.2599904537200928,2.1687235832214355,,2.055450677871704,,,,,,,,2,1,,,,,0.0,0.0,1.0,0.0,,,,13.2,293,44,False,50.0,302,38,238,Hamstring injury - Unknown return date,2021-09-27T22:30:17.364816Z,60,0,0,3.0,0,,50175.jpg,3.5,0,0,Welbeck,0.1,False,,i,4,36,Brighton,64.0,188,44,14,25454,100,32388,549,0.48333333333333334,0.4833333333333334,,1.1839200423452028,0.0,3.857417424519857,2.3,Welbeck,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.4,0.4,0.1,,1.200000000000001,0.1999999999999993,,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.6,,,,,0.0,0.1,0.1,0.2,,,,,,,,,1.0,2.4,5.4,2.8,,,,23.14450454711914,0,2.11462926864624
462,12.436193424256729,2.072698904042788,1,0.0,0.0,0.0,0.0,,,0.0,,,,1.0,2,0.0,2.0,0.0,0.0,,,0.0,,,,0.0,49,0.0,100.0,1.6651934242567288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423649,,,0,0,-1,1,21.7,282,149,,,0,3,0.0,5.2,1,Enock,4.7,2.0144388423824404,1.900844215935047,1.900844215935047,3.024064737304067,6.0,11,,,2.337265014648437,2.2854814529418945,1.957059621810913,2.102439641952514,2.2936642169952397,2.1771059036254883,2.2108147144317627,2.102439641952514,,1.8268380165100095,,,,,,,,4,1,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,10.7,312,138,False,61.4,286,116,258,Groin Injury - Expected back 27 Nov,2021-11-08T10:30:14.589411Z,59,0,0,,0,,423649.jpg,2.7,0,0,Mwepu,0.1,False,,i,4,36,Brighton,26.0,276,143,16,7283,447,11872,1775,0.35130489899030304,0.34143031226821025,0.5125533453057741,0.8533166347388661,0.8,3.615562794572216,2.7,Mwepu,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.4,0.4,0.06666666666666667,1.1,1.200000000000001,0.1999999999999993,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,2.0,0.0,0.4,0.0,0.0,,,0.0,,,,0.0,1.0,1.0,6.301194211912202,1.0,0.0,,,1.0,,,,1.771,21.331820487976078,1,2.0387122631073
476,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,240514,,,0,0,0,0,0.0,536,55,,,0,1,0.0,0.5,0,Kjell,0.0,,,,,,11,,,3.564438343048096,3.4563586711883545,2.719884157180786,3.072483777999878,3.391202449798584,3.2217514514923096,3.247451066970825,3.012843608856201,,2.6177966594696045,,,,,,,,0,0,,,,,,,,,,,,0.0,549,69,False,0.0,547,69,0,,2021-08-08T16:00:04.206498Z,45,0,0,,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,,a,4,36,Brighton,0.0,517,50,0,2667,682,2907,200,,,,,0.0,6.944769965277778,0.0,Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25146484375,0,2.9472546577453613
500,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,93284,,,0,0,0,0,0.0,590,75,,,0,4,0.0,0.0,0,Florin,0.0,,,,,,11,,,2.751405477523804,2.688110828399658,2.176560163497925,2.422895908355713,2.578169345855713,2.372826337814331,2.6785402297973637,2.363255739212036,,2.0077953338623047,,,,,,,,0,0,,,,,,,,,,,,0.0,592,74,False,0.0,592,74,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.1,False,,u,4,36,Brighton,0.0,579,73,0,3828,0,15815,72,,,,,0.0,4.867445230484009,0.0,Andone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.337226152420044,0,2.2976667881011963
535,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,204676,,,0,0,0,0,0.0,519,65,,,0,4,0.0,0.0,0,Andi,0.0,,,,,,11,,,2.751405477523804,2.688110828399658,2.176560163497925,2.422895908355713,2.578169345855713,2.372826337814331,2.6785402297973637,2.363255739212036,,2.0077953338623047,,,,,,,,0,0,,,,,,,,,,,,0.0,533,65,False,0.0,530,64,0,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0,0,,0,,204676.jpg,0.0,0,0,Zeqiri,0.3,False,,u,4,36,Brighton,0.0,500,63,0,77446,0,78207,588,,,,,0.0,5.408272478315565,0.0,Zeqiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.337226152420044,0,2.2976667881011963
536,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,442229,,,0,0,0,0,0.0,444,166,,,0,2,0.0,0.0,0,Michal,0.0,,,,,,11,,,3.112654685974121,2.964777946472168,2.123595714569092,2.491440534591675,2.88787055015564,2.533169984817505,2.798632860183716,2.431800365447998,,1.9548310041427608,,,,,,,,0,0,,,,,,,,,,,,0.0,467,168,False,0.0,464,168,0,Joined Olympiacos on a season-long loan - Expected back 01 Jul,2021-09-01T16:00:13.890461Z,40,0,0,,0,,442229.jpg,0.0,0,0,Karbownik,0.0,False,,u,4,36,Brighton,0.0,409,150,0,3903,0,4980,61,,,,,0.0,6.416246324777603,0.0,Karbownik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.664985299110413,0,2.3662116527557373
537,1.2775322373761215,1.2775322373761215,0,,,,,0.0,,,,,,,0,,,,,0.0,,,,,,,4,100.0,75.0,0.2775322373761215,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209045,,,0,0,0,0,11.5,325,163,,,0,3,0.0,0.4,0,Taylor,0.0,1.0,1.0,1.0,,1.0,11,,,1.9163192510604856,1.8690184354782104,1.481386423110962,1.6267666816711426,1.8412868976593015,1.7014330625534058,1.7943519353866575,1.6267666816711426,,1.4597960710525513,,,,,,,,0,0,,,,,0.0,,,,,,,2.2,388,174,False,2.6,414,184,17,,2021-10-28T16:30:11.764953Z,45,0,0,,0,,209045.jpg,1.0,0,0,Richards,0.0,False,,a,4,36,Brighton,8.0,334,167,1,3492,77,2937,87,0.2838960527502492,0.2222222222222222,,0.6022344721553851,0.0,3.7511477205488415,0.2,Richards,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,1.200000000000001,0.1999999999999993,,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.0,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,16.880164742469788,0,1.5630393028259275
538,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,486672,,,0,0,0,0,0.0,557,225,,,0,3,0.0,0.0,0,Moisés,0.0,,,,,,11,,,2.5748746395111084,2.5770692825317383,2.1384310722351074,2.296149730682373,2.4016387462615967,2.261784553527832,2.5517942905426025,2.2365095615386963,,2.0077953338623047,,,,,,,,0,0,,,,,,,,,,,,0.0,569,224,False,0.0,568,223,0,Joined Beerschot on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.824881Z,45,0,0,,0,,486672.jpg,0.0,0,0,Caicedo,0.0,False,,u,4,36,Brighton,0.0,542,221,0,713,0,892,8,,,,,0.0,5.172993236117893,0.0,Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27846956253052,0,2.232422351837158
560,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,433589,,,0,0,0,0,0.0,440,163,,,0,2,0.0,0.5,0,Haydon,0.0,,,,,,11,,,3.112654685974121,2.964777946472168,2.123595714569092,2.491440534591675,2.88787055015564,2.533169984817505,2.798632860183716,2.431800365447998,,1.9548310041427608,,,,,,,,0,0,,,,,,,,,,,,0.0,462,164,False,0.0,459,164,0,,,40,0,0,,0,,433589.jpg,0.0,0,0,Roberts,0.2,False,,a,4,36,Brighton,0.0,404,146,0,19971,313,13226,550,,,,,0.0,6.416246324777603,0.0,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.664985299110413,0,2.3662116527557373
584,27.18103159603589,3.3976289495044862,0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,4,,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,147,,,8.881031596035887,3,,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,179268,4.0,,0,0,0,0,199.9,44,8,,,0,2,1.0,1.5,2,Marc,1.0,3.660679249957318,3.660679249957318,3.660679249957318,4.114686404935766,8.0,11,,,4.047383785247803,3.6885948181152335,2.8618764877319336,3.518282651901245,3.97572660446167,3.791471004486084,3.5968306064605717,3.398968458175659,,2.8179993629455566,,,,,,,,9,0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,34.9,121,31,False,118.6,186,76,686,,,50,0,0,,0,,179268.jpg,3.4,0,0,Cucurella,1.2,False,,a,4,36,Brighton,31.0,261,79,27,143698,4943,60007,6544,0.6795257899008973,0.7321358499914636,0.8229372809871531,1.5194658586826464,0.2,7.02446722984314,5.4,Cucurella,0.9,2.7,,0.3,0.0999999999999999,,,,0.2,-0.1,0.1999999999999999,0.1,0.0999999999999999,0.1,1.0,0.125,,1.200000000000001,0.1999999999999993,,,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.6000000000000001,,0.0,0.1,,,,0.0,0.0,0.0,0.0,0.0,6.17492301231193,,3.104776847648808,6.17492301231193,,,,3.2611955528863463,1.7901271721360503,8.281280184142556,2.631484334792318,0.3809676457832176,35.1223361492157,2,3.4252023696899414
595,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,106757,,,-1,1,-1,1,0.0,485,61,,,0,4,0.0,0.5,0,Jürgen,0.0,,,,,,11,,,2.751405477523804,2.688110828399658,2.176560163497925,2.422895908355713,2.578169345855713,2.372826337814331,2.6785402297973637,2.363255739212036,,2.0077953338623047,,,,,,,,0,0,,,,,,,,,,,,0.0,504,61,False,0.0,500,60,0,,,44,0,0,,0,,106757.jpg,0.0,0,0,Locadia,0.7,False,,a,4,36,Brighton,0.0,457,58,0,87951,18586,40586,3946,,,,,0.0,5.531187761913646,0.0,Locadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.337226152420044,0,2.2976667881011963
