id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,ppg next 1,ppg next 5,ppg next 10,value,valuePoints_metric,games_played
65,2,0,80,,,0,171129,0,0,1,-1,149.7,0,2,2.8,3.3,0,Diego,3.3,5,0,27.4,False,112.8,360,,,41,0,0,0,171129.jpg,3.0,0,0,Rico,10.8,False,,a,3,91,11.0,12,573350,15471,219325,10576,0.8,2.9,Rico,1,2.67,0.7000000000000001,2.254,1.9949999999999997,0.651219512195122,1.318619011527202,4.0
66,0,0,0,,,0,222434,0,0,0,0,0.0,0,2,-0.5,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,222434.jpg,0.0,0,0,Simpson,6.9,False,,a,3,91,0.0,0,110140,4696,182020,6313,0.0,0.0,Simpson,0,2.0,2.0,2.0,2.0,0.5,1.0,0.0
67,3,4,159,,,0,75115,1,-1,-1,1,112.4,1,4,8.2,8.7,6,Callum,8.7,12,5,57.7,False,205.0,607,,,79,0,0,0,75115.jpg,6.6,0,0,Wilson,11.7,False,,a,3,91,258.0,46,362750,46402,734117,10399,1.1,5.8,Callum Wilson,1,6.390000000000001,5.34,6.294,6.135,0.8088607594936709,2.2734599739526002,6.7444444444444445
68,3,5,108,,,0,78007,0,0,-2,2,114.7,1,4,7.5,8.0,12,Joshua,8.0,12,2,43.0,False,168.6,618,,,63,0,0,0,78007.jpg,5.1,0,0,King,8.8,False,,a,3,91,147.0,36,291205,45538,962241,7496,1.3,5.7,King,0,4.97,2.83,3.9939999999999998,3.8,0.7888888888888889,1.9800953961306453,6.866666666666666
69,0,0,17,,,0,154566,0,0,-1,1,39.5,0,4,1.5,2.0,2,Dominic,2.0,5,0,17.7,False,20.0,318,,,54,0,0,0,154566.jpg,1.4,0,0,Solanke,0.4,False,,a,3,91,117.0,10,16893,956,28245,845,0.4,1.9,Solanke,0,1.46,1.24,1.4200000000000002,1.3900000000000001,0.27037037037037037,0.6282839650514254,3.533333333333333
71,0,0,0,0.0,0.0,0,217331,0,0,-1,1,0.0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,False,0.0,0,Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul,2019-08-07T20:00:14.104634Z,44,0,0,0,217331.jpg,0.0,0,0,Surridge,0.7,False,,n,3,91,0.0,0,36432,439,54087,1293,0.0,0.0,Surridge,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
72,0,0,0,0.0,0.0,0,40349,0,0,-2,2,0.0,0,1,0.0,0.0,0,Asmir,0.0,0,0,0.0,False,0.0,0,Joined Qarabag on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T17:00:12.309749Z,43,0,0,0,40349.jpg,0.0,0,0,Begovic,1.3,False,,n,3,91,0.0,0,11219,79,118309,2362,0.0,0.0,Begovic,0,2.6,2.6,2.6,2.6000000000000005,0.6046511627906977,1.2538313376430716,0.0
73,0,0,0,,,0,18726,0,0,-1,1,0.0,0,1,-0.5,0.0,0,Artur,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,18726.jpg,0.0,0,0,Boruc,0.3,False,,a,3,91,0.0,0,4089,142,12023,379,0.0,0.0,Boruc,0,3.8000000000000003,3.8000000000000003,3.8,3.8,0.8636363636363636,1.8115789195666254,0.0
74,0,0,0,,,0,229600,0,0,-1,1,0.0,0,1,-0.5,0.0,0,Mark,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,229600.jpg,0.0,0,0,Travers,0.2,False,,a,3,91,0.0,0,1531,37,7972,180,0.0,0.0,Travers,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
75,1,2,66,75.0,,0,90105,0,0,-3,3,104.1,0,3,1.7,2.7,0,Ryan,2.7,8,1,25.9,False,89.2,420,Illness - 75% chance of playing,2019-09-28T16:00:16.992466Z,72,0,0,0,90105.jpg,3.2,0,0,Fraser,5.2,False,,d,3,91,67.0,19,93743,482,907939,33016,0.4,2.6,Fraser,1,3.37,3.2600000000000002,3.152,3.170000000000001,0.46805555555555556,1.2559248473623819,4.666666666666667
76,0,0,0,0.0,0.0,0,111317,0,0,-2,2,0.0,0,3,0.0,0.0,0,David,0.0,0,0,0.0,False,0.0,0,Ankle injury - Expected back 26 Oct,2019-07-31T21:00:14.727782Z,63,0,0,0,111317.jpg,0.0,0,0,Brooks,0.1,False,,i,3,91,0.0,0,409,15,16825,144,0.0,0.0,Brooks,0,4.1,4.1,4.1,4.1000000000000005,0.6507936507936507,1.6334790994236712,0.0
77,0,0,0,0.0,0.0,0,56872,0,0,-1,1,0.0,0,3,0.0,0.0,0,Junior,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,59,0,0,0,56872.jpg,0.0,0,0,Stanislas,0.0,False,,i,3,91,0.0,0,121,3,273,3,0.0,0.0,Stanislas,0,2.4,2.4,2.4,2.3999999999999995,0.4067796610169491,0.9880643635111419,0.0
78,0,0,10,,,0,103912,0,0,-2,2,5.4,0,3,-0.5,0.0,0,Jordon,0.0,1,0,1.2,False,6.8,48,,,48,0,0,0,103912.jpg,1.0,0,0,Ibe,0.2,False,,a,3,91,0.0,2,3831,92,16253,354,0.0,0.4,Ibe,0,1.08,1.16,1.484,1.43,0.22500000000000003,0.49295030175464954,0.5333333333333333
79,0,0,15,100.0,100.0,0,155408,0,0,0,0,1.3,0,3,0.8,1.3,1,Lewis,1.3,1,0,1.0,False,8.8,90,,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,1.3,0,0,Cook,0.0,False,,a,3,91,0.0,4,1315,84,617,89,0.3,0.8,Lewis Cook,0,1.37,1.7,1.598,1.6149999999999998,0.274,0.6126826258349424,1.0
80,0,0,9,100.0,100.0,0,15237,0,0,-2,2,2.2,0,3,-0.2,0.3,0,Andrew,0.3,1,0,0.9,False,6.4,57,,2019-06-25T11:30:07.022396Z,48,0,0,0,15237.jpg,1.0,0,0,Surman,0.0,False,,a,3,91,0.0,3,704,19,2584,74,0.1,0.6,Surman,0,1.08,2.0,1.472,1.56,0.22500000000000003,0.49295030175464954,0.6333333333333333
81,0,0,0,0.0,0.0,0,40387,0,0,-1,1,0.0,0,3,0.0,0.0,0,Dan,0.0,0,0,0.0,False,0.0,0,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,0.0,0,0,Gosling,0.0,False,,i,3,91,0.0,0,78,4,757,14,0.0,0.0,Gosling,0,2.2,2.2,2.2,2.1999999999999997,0.4489795918367347,0.9938586931957764,0.0
82,0,0,69,,,0,152551,0,0,-1,1,22.1,0,3,0.5,1.0,1,Jefferson,1.0,11,0,10.6,False,74.2,553,,,49,0,0,0,152551.jpg,1.3,0,0,Lerma,0.2,False,,a,3,91,10.0,9,5353,47,11011,255,0.2,1.8,Lerma,4,1.34,1.3900000000000001,1.5100000000000002,1.4900000000000002,0.27346938775510204,0.6053502949465184,6.144444444444445
446,0,0,37,,,0,154131,0,0,-1,1,13.7,0,2,0.8,1.3,1,Jack,1.3,4,0,6.6,False,49.6,268,,,44,0,0,0,154131.jpg,1.3,0,0,Stacey,0.1,False,,a,3,91,2.0,4,1586,70,5250,107,0.3,0.9,Stacey,1,1.4000000000000001,2.0,1.748,1.7899999999999998,0.3181818181818182,0.6674238124719146,2.977777777777778
476,1,0,85,,,0,168991,0,0,0,0,57.6,0,3,2.5,3.0,2,Philip,3.0,11,0,27.4,False,124.6,583,,,50,0,0,0,168991.jpg,2.0,0,0,Billing,0.2,False,,a,3,91,92.0,14,8668,330,9043,429,0.6,2.8,Billing,2,2.02,2.1,2.196,2.1800000000000006,0.404,0.9033714629099151,6.477777777777778
492,0,0,4,100.0,100.0,0,220307,0,0,-2,2,0.3,0,3,-0.2,0.3,1,Arnaut,0.3,0,0,0.5,False,4.8,13,,2019-08-12T10:00:14.019366Z,58,0,0,0,220307.jpg,1.0,0,0,Danjuma Groeneveld,0.0,False,,a,3,91,0.0,1,260,39,3612,27,0.1,0.2,Danjuma,0,1.24,2.0,2.0,2.0,0.21379310344827587,0.5148819750931878,0.14444444444444443
494,1,3,130,,,0,225321,0,0,0,0,10.0,1,1,4.5,5.0,2,Aaron,5.0,12,0,21.2,False,201.4,630,,,45,0,0,0,225321.jpg,3.3,0,26,Ramsdale,0.8,False,,a,3,91,0.0,23,55866,4890,16314,2219,1.1,5.1,Ramsdale,0,3.16,1.24,3.004,2.7099999999999995,0.7022222222222223,1.4896382856996602,7.0
505,0,1,92,,,0,153682,0,0,1,-1,69.1,0,3,2.5,3.0,2,Harry,3.0,9,3,30.7,False,121.0,386,,,61,0,0,0,153682.jpg,4.2,0,0,Wilson,3.8,False,,a,3,91,115.0,25,311924,6024,147424,13590,0.5,4.1,Harry Wilson,1,3.87,4.0,4.132,4.109999999999999,0.6344262295081968,1.5669171988962025,4.288888888888889
37,0,0,65,0.0,0.0,1,61933,0,0,-1,1,1.6,0,2,0.0,0.0,0,Shane,0.7,4,0,7.9,False,64.2,360,Calf injury - Unknown return date,2019-09-25T22:00:12.331496Z,49,0,0,0,61933.jpg,2.8,0,0,Duffy,1.6,False,,i,4,36,13.0,11,32025,9,111821,10160,0.1,2.2,Duffy,0,2.83,3.3000000000000003,2.454,2.7210000000000005,0.5775510204081632,1.2784636826109306,4.0
38,0,0,86,100.0,100.0,2,86153,0,0,0,0,87.2,0,2,1.3,1.3,1,Martín,2.3,9,0,20.0,False,94.2,540,,2019-09-14T16:30:10.724610Z,45,0,0,0,86153.jpg,2.5,0,0,Montoya,0.7,False,,a,4,36,18.0,15,45466,183,46364,1079,0.5,3.3,Montoya,1,2.44,1.18,1.984,2.006,0.5422222222222222,1.1502270307301172,6.0
39,0,0,14,0.0,0.0,0,209362,0,0,-1,1,16.2,0,2,0.0,0.0,0,Bernardo,0.0,3,0,2.9,False,10.8,67,Knock - Unknown return date,2019-09-14T16:30:10.738160Z,44,0,0,0,209362.jpg,1.0,0,0,Fernandes da Silva Junior,0.1,False,,i,4,36,2.0,2,1493,1,6075,290,0.0,0.5,Bernardo,0,1.1,1.8,1.8,1.6760000000000002,0.25,0.5244044240850758,0.7444444444444445
40,0,0,0,0.0,0.0,0,52484,0,0,-1,1,0.0,0,2,0.0,0.0,0,Leon,0.0,0,0,0.0,False,0.0,0,Muscle injury - Expected back 05 Oct,2019-09-12T13:00:14.154646Z,44,0,0,0,52484.jpg,0.0,0,0,Balogun,0.1,False,,i,4,36,0.0,0,564,2,3405,92,0.0,0.0,Balogun,0,1.9000000000000001,1.9000000000000001,1.9,1.9,0.4318181818181818,0.9057894597833127,0.0
41,0,0,12,,,0,42748,0,0,-1,1,27.4,0,2,-0.3,-0.3,0,Gaëtan,0.7,3,0,4.9,False,15.4,55,,,44,0,0,0,42748.jpg,0.7,0,0,Bong,0.1,False,,a,4,36,6.0,2,1177,51,4557,134,0.2,0.5,Bong,0,0.76,0.0,0.6900000000000001,1.0150000000000001,0.1727272727272727,0.3623157839133251,0.6111111111111112
42,1,5,136,,,2,83299,0,0,1,-1,17.1,1,2,2.0,2.0,1,Lewis,3.0,10,0,20.4,False,138.0,630,,,46,0,0,0,83299.jpg,3.3,0,0,Dunk,10.4,False,,a,4,36,48.0,23,451929,2105,288220,12741,0.7,5.0,Dunk,3,3.33,1.3900000000000001,2.3080000000000003,2.47,0.7239130434782609,1.5526205057201226,7.0
43,0,0,0,0.0,0.0,0,178173,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,4,36,0.0,0,125,4,912,11,0.0,0.0,Clarke,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
44,0,0,9,,,2,20529,0,0,-3,3,28.7,0,4,0.0,0.0,1,Glenn,1.0,3,0,7.7,False,6.8,265,,,57,0,0,0,20529.jpg,1.5,0,0,Murray,1.1,False,,a,4,36,45.0,9,35537,246,181372,2410,0.2,1.6,Murray,0,1.62,1.72,1.828,1.8920000000000001,0.28421052631578947,0.6785433314325467,2.9444444444444446
45,0,0,5,0.0,0.0,1,106757,0,0,-2,2,1.3,0,4,0.0,0.0,0,Jürgen,0.0,1,0,3.3,False,3.2,85,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-29T13:00:09.129312Z,53,0,0,0,106757.jpg,1.5,0,0,Locadia,0.1,False,,n,4,36,30.0,3,6320,11,21420,209,0.0,0.6,Locadia,0,1.58,2.0,1.544,1.6199999999999999,0.29811320754716986,0.6863081435656497,0.9444444444444444
46,0,1,20,0.0,0.0,0,93284,0,0,-1,1,11.3,0,4,0.0,0.0,0,Florin,0.0,2,1,7.6,False,45.0,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,49,0,0,0,93284.jpg,1.7,1,0,Andone,0.6,False,,n,4,36,21.0,5,159056,34,180164,1819,0.0,1.0,Andone,0,2.23,1.7,1.028,1.3579999999999999,0.4551020408163265,1.007411311739355,0.7888888888888889
47,0,6,146,,,2,131897,0,0,1,-1,0.0,0,1,4.3,4.3,4,Mathew,5.3,10,0,18.0,False,179.6,630,,,46,0,0,0,131897.jpg,4.0,0,21,Ryan,12.6,False,,a,4,36,0.0,28,335124,13808,323592,5002,1.2,6.1,Ryan,0,3.89,3.58,3.6099999999999994,3.446,0.8456521739130436,1.8137218520274103,7.0
48,0,0,0,,,0,50093,0,0,0,0,0.0,0,1,-1.0,-1.0,0,David,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,50093.jpg,0.0,0,0,Button,25.1,False,,a,4,36,0.0,0,322991,4684,289647,11611,0.0,0.0,Button,0,2.0,2.0,2.0,2.0,0.5,1.0,0.0
49,1,1,78,,,2,60307,-1,1,-1,1,243.2,0,3,1.3,1.3,2,Pascal,2.3,6,0,38.5,False,59.2,445,,,64,0,0,0,60307.jpg,2.6,0,0,Groß,0.6,False,,a,4,36,82.0,18,59199,212,73519,1646,0.4,2.8,Groß,0,2.63,2.46,2.406,2.5390000000000006,0.41093749999999996,1.0395987807803546,4.944444444444445
50,0,0,0,100.0,50.0,0,165210,0,0,-2,2,0.0,0,3,-1.0,-0.5,0,Alireza,0.0,0,0,0.0,False,0.0,0,,2019-09-19T14:00:12.919069Z,58,0,0,0,165210.jpg,0.0,0,0,Jahanbakhsh,0.1,False,,a,4,36,0.0,0,476,13,3932,43,0.0,0.0,Jahanbakhsh,0,1.7,1.7,1.7,1.6999999999999997,0.29310344827586204,0.7058865787567897,0.0
51,0,0,0,0.0,0.0,0,167473,0,0,-1,1,0.0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,,i,4,36,0.0,0,73,1,158,1,0.0,0.0,Izquierdo,0,2.1,2.1,2.1,2.1000000000000005,0.3888888888888889,0.903696114115064,0.0
52,0,0,0,0.0,0.0,0,83543,0,0,-1,1,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,,n,4,36,0.0,0,119,7,717,8,0.0,0.0,Knockaert,0,2.5,2.5,2.5,2.5,0.4629629629629629,1.075828707279838,0.0
53,0,0,5,100.0,100.0,0,227127,0,0,0,0,8.7,0,3,-0.3,-0.3,1,Yves,0.7,0,0,2.1,False,5.2,53,,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,1.0,0,0,Bissouma,0.0,False,,a,4,36,7.0,2,222,39,236,25,0.1,0.4,Bissouma,0,1.06,1.11,1.11,1.188,0.21200000000000002,0.47404641122995544,0.5888888888888889
54,1,0,80,75.0,,2,66242,0,0,0,0,91.2,0,3,0.5,0.7,0,Davy,1.7,8,0,26.6,False,102.2,540,Knock - 75% chance of playing,2019-09-29T10:30:09.519275Z,50,0,0,0,66242.jpg,2.8,0,0,Pröpper,0.6,False,,d,4,36,72.0,17,79201,47,64049,3354,0.3,3.4,Pröpper,0,2.79,2.4,2.322,2.485,0.558,1.2477259314448828,6.0
55,1,3,76,50.0,50.0,2,109345,0,0,-1,1,114.1,0,3,1.0,1.0,0,Solomon,3.0,6,0,30.3,False,97.0,426,Hamstring injury - 50% chance of playing,2019-09-21T18:30:19.376002Z,49,0,0,0,109345.jpg,3.6,0,0,March,0.5,False,,d,4,36,91.0,18,29880,61,34151,2540,0.6,3.7,March,0,3.47,2.7,3.438,3.287,0.7081632653061224,1.567586211540611,4.733333333333333
56,0,0,0,0.0,0.0,0,38490,0,0,-1,1,0.0,0,3,0.0,0.0,0,Beram,0.0,0,0,0.0,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,44,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,,n,4,36,0.0,0,2040,31,4949,216,0.0,0.0,Kayal,0,2.0,2.0,2.0,2.0,0.45454545454545453,0.9534625892455924,0.0
57,0,0,101,,,2,40845,0,0,0,0,55.1,0,3,1.3,1.3,2,Dale,2.3,9,0,22.2,False,113.2,617,,,45,0,0,0,40845.jpg,2.3,0,0,Stephens,2.9,False,,a,4,36,53.0,16,108413,6244,120465,3978,0.5,3.6,Stephens,0,2.2800000000000002,2.07,2.172,2.216,0.5066666666666667,1.0748023074035524,6.855555555555555
421,0,0,40,0.0,0.0,0,116216,-1,1,-2,2,87.1,0,3,0.0,0.0,0,Leandro,0.0,6,1,25.5,False,57.8,247,Groin Injury - Expected back 19 Oct,2019-09-06T08:30:17.439483Z,58,0,0,0,116216.jpg,3.7,0,0,Trossard,0.2,False,,i,4,36,111.0,11,43766,14,79003,778,0.0,1.9,Trossard,0,3.31,2.0,3.026,2.855,0.5706896551724138,1.3744026915793965,2.7444444444444445
475,0,0,102,,,2,78916,0,0,0,0,80.2,0,2,2.0,2.0,1,Dan,3.0,10,0,24.9,False,119.0,630,,,45,0,0,0,78916.jpg,2.6,0,0,Burn,0.2,False,,a,4,36,51.0,18,14044,211,8231,329,0.7,4.0,Burn,0,2.52,1.24,2.08,2.0919999999999996,0.56,1.1879393923933999,7.0
493,0,2,65,,,1,110735,0,0,-1,1,36.5,0,2,2.3,2.3,0,Adam,3.3,7,0,12.3,False,75.0,360,,,44,0,0,0,110735.jpg,2.5,0,0,Webster,0.1,False,,a,4,36,12.0,10,3160,215,3525,206,0.7,2.3,Webster,1,2.43,0.0,2.4,2.2,0.5522727272727272,1.1584570459333947,4.0
502,0,3,61,,,2,115382,0,0,0,0,42.6,0,4,2.7,2.7,1,Neal,3.7,6,2,39.3,False,79.6,430,,,60,0,0,0,115382.jpg,3.1,0,0,Maupay,0.6,False,,a,4,36,271.0,22,60349,631,55931,1787,0.6,3.7,Maupay,1,3.0300000000000002,1.24,2.326,2.497,0.505,1.236992320105505,4.777777777777778
516,0,0,29,,,1,74471,0,0,-1,1,17.2,0,3,1.0,1.0,2,Aaron,2.0,2,0,5.8,False,32.0,148,,,49,0,0,0,74471.jpg,1.8,0,0,Mooy,0.2,False,,a,4,36,9.0,7,4311,99,13487,221,0.4,1.4,Mooy,0,1.84,2.21,1.9579999999999997,2.0780000000000003,0.37551020408163266,0.8312272706728312,1.6444444444444444
534,0,0,5,,,0,233425,0,0,0,0,5.8,0,4,0.0,0.0,1,Aaron,1.0,3,0,4.8,False,3.4,75,,,45,0,0,0,233425.jpg,1.0,0,0,Connolly,0.5,False,,a,4,36,39.0,4,41862,3174,13105,1533,0.2,0.9,Connolly,0,1.06,1.24,1.1680000000000001,1.2560000000000002,0.23555555555555557,0.49968879203849365,0.8333333333333334
536,0,0,0,,,0,213056,0,0,0,0,0.0,0,2,-1.0,-1.0,0,Tudor,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,213056.jpg,0.0,0,0,Baluta,0.1,False,,a,4,36,0.0,0,7942,920,2095,396,0.0,0.0,Baluta,0,2.0,2.0,2.0,2.0,0.5,1.0,0.0
537,0,0,21,,,1,235382,0,0,0,0,30.9,0,3,0.3,0.3,1,Steven,1.3,2,0,7.8,False,18.8,180,,,45,0,0,0,235382.jpg,2.0,0,0,Alzate,0.0,False,,a,4,36,28.0,4,1712,356,346,99,0.3,0.9,Alzate,1,2.0,1.24,2.062,2.0769999999999995,0.4444444444444444,0.9428090415820634,2.0
546,0,0,0,,,0,74375,0,0,0,0,0.0,0,2,0.1,0.1,0,Ezequiel,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,74375.jpg,0.0,0,0,Schelotto,0.0,False,,a,4,36,0.0,0,515,515,103,103,0.0,0.0,Schelotto,0,2.0,2.0,2.0,2.0,0.5,1.0,0.0
83,0,0,99,,,2,51927,0,0,0,0,21.6,0,2,3.0,3.5,1,Ben,3.0,9,0,20.0,False,134.0,630,,,50,0,0,0,51927.jpg,2.7,0,0,Mee,1.0,False,,a,5,90,44.0,19,28729,835,24834,1534,0.6,3.8,Mee,0,2.66,3.46,2.4240000000000004,2.4780000000000006,0.532,1.1895881640298882,7.0
84,0,0,97,100.0,100.0,2,17761,0,0,0,0,12.0,0,2,2.7,3.2,0,James,2.7,9,0,24.9,False,137.6,630,,2019-08-03T18:30:13.047591Z,50,0,0,0,17761.jpg,2.4,0,0,Tarkowski,1.6,False,,a,5,90,100.0,17,35212,546,43476,2574,0.5,3.4,Tarkowski,2,2.46,3.38,2.196,2.36,0.492,1.1001454449298966,7.0
85,1,0,118,,,2,68983,0,0,0,0,131.5,0,2,4.0,4.5,4,Matthew,4.0,9,0,28.3,False,141.2,630,,,45,0,0,0,68983.jpg,3.1,0,0,Lowton,1.0,False,,a,5,90,9.0,22,66221,1670,24697,999,0.9,4.9,Lowton,0,2.99,3.93,2.534,2.66,0.6644444444444445,1.4094995171651847,7.0
86,0,0,0,,,0,17997,0,0,-1,1,0.0,0,2,0.0,0.5,0,Phil,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,17997.jpg,0.0,0,0,Bardsley,0.1,False,,a,5,90,0.0,0,1572,39,5414,181,0.0,0.0,Bardsley,0,1.7,1.7,1.7,1.6999999999999997,0.3863636363636363,0.8104432008587533,0.0
87,0,0,0,,,0,103914,0,0,-2,2,0.0,0,2,0.0,0.5,0,Charlie,0.0,0,0,0.0,False,0.0,0,,,43,0,0,0,103914.jpg,0.0,0,0,Taylor,0.6,False,,a,5,90,0.0,0,4399,108,57829,911,0.0,0.0,Taylor,0,2.2,2.2,2.2,2.1999999999999997,0.5116279069767442,1.0609342087749067,0.0
88,0,0,0,100.0,100.0,0,41674,0,0,-1,1,0.0,0,2,0.0,0.5,0,Kevin,0.0,0,0,0.0,False,0.0,0,,2019-08-04T11:00:17.994252Z,44,0,0,0,41674.jpg,0.0,0,0,Long,0.1,False,,a,5,90,0.0,0,1986,49,4880,183,0.0,0.0,Long,0,2.7,2.7,2.7,2.6999999999999997,0.6136363636363636,1.2871744954815496,0.0
89,0,0,0,100.0,100.0,0,83312,0,0,0,0,0.0,0,2,0.0,0.5,0,Ben,0.0,0,0,0.0,False,0.0,0,,2019-07-31T00:00:11.168991Z,40,0,0,0,83312.jpg,0.0,0,0,Gibson,2.9,False,,a,5,90,0.0,0,54091,1365,80411,2721,0.0,0.0,Gibson,0,2.0,2.0,2.0,2.0,0.5,1.0,0.0
90,0,4,107,100.0,100.0,3,44699,0,0,1,-1,26.6,1,4,1.7,2.2,1,Ashley,1.7,7,4,42.5,False,147.0,572,,2019-09-12T15:00:18.746866Z,66,0,0,0,44699.jpg,4.6,0,0,Barnes,7.7,False,,a,5,90,259.0,32,973023,5662,648294,45463,0.3,4.8,Barnes,2,4.4,4.25,4.368,4.147,0.6666666666666667,1.7126976771553508,6.355555555555555
91,0,4,85,,,2,60689,0,0,-3,3,56.6,1,4,7.3,7.8,7,Chris,7.3,8,3,42.0,False,117.0,575,,,62,1,0,0,60689.jpg,4.0,0,0,Wood,1.0,False,,a,5,90,252.0,28,55567,12492,93604,1949,1.2,4.5,Wood,0,3.93,5.3500000000000005,3.4260000000000006,3.588,0.6338709677419355,1.5783259812934103,6.388888888888889
92,1,0,12,,,0,81183,0,0,-1,1,10.8,0,4,1.3,1.8,0,Matej,1.3,0,0,3.0,False,17.0,12,,,54,0,0,0,81183.jpg,4.0,0,0,Vydra,0.1,False,,a,5,90,2.0,4,2802,84,4477,158,0.2,0.7,Vydra,0,3.12,3.12,2.4480000000000004,2.56,0.5777777777777777,1.3426342266852378,0.13333333333333333
93,0,1,142,100.0,100.0,2,98747,0,0,1,-1,20.3,0,1,3.3,3.8,1,Nick,3.3,9,0,19.6,False,174.2,630,,2019-07-31T00:00:11.182051Z,46,0,0,0,98747.jpg,3.6,0,24,Pope,14.6,False,,a,5,90,2.0,25,701124,11245,181514,6918,0.7,5.4,Pope,0,3.4,4.0,2.878,3.117,0.7391304347826088,1.5852581740085334,7.0
95,0,0,0,,,0,15749,0,0,-1,1,0.0,0,1,0.0,0.5,0,Joe,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,15749.jpg,0.0,0,0,Hart,1.5,False,,a,5,90,0.0,0,13594,396,59412,1644,0.0,0.0,Hart,0,3.6,3.6,3.6,3.6000000000000005,0.8181818181818181,1.7162326606420661,0.0
96,0,1,51,100.0,100.0,2,60586,-1,1,-1,1,107.4,0,3,0.0,0.5,0,Johann Berg,0.0,2,1,22.1,False,67.8,226,,2019-08-25T18:00:16.403317Z,59,0,0,0,60586.jpg,4.7,0,0,Gudmundsson,0.7,False,,a,5,90,46.0,14,78856,77,100310,1120,0.0,2.4,Gudmundsson,0,4.28,5.61,3.972,4.161,0.7254237288135593,1.762048114928203,2.511111111111111
97,3,0,96,100.0,75.0,3,433154,0,0,0,0,153.3,0,3,3.3,2.8,2,Dwight,3.3,8,0,32.6,False,93.4,606,,2019-09-26T14:30:17.961067Z,60,0,0,0,433154.jpg,3.7,0,0,McNeil,0.4,False,,a,5,90,80.0,26,29814,824,28591,1544,0.6,4.3,McNeil,0,3.7,3.31,3.9099999999999993,3.654,0.6166666666666667,1.510518674716293,6.733333333333333
98,0,0,6,100.0,100.0,0,90517,0,0,0,0,0.1,0,3,0.7,1.2,1,Robbie,0.7,0,0,0.8,False,8.0,8,,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,1.0,0,0,Brady,0.0,False,,a,5,90,0.0,2,421,40,1095,35,0.1,0.4,Brady,0,1.03,1.03,1.192,1.165,0.18727272727272729,0.4391934756925575,0.08888888888888889
99,0,0,0,0.0,0.0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,False,0.0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,,u,5,90,0.0,0,103,9,216,12,0.0,0.0,Defour,0,2.0,2.0,2.0,2.0,0.36363636363636365,0.8528028654224418,0.0
